year,Team,college,PLAYER,player_height,player_weight,Pos_x,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FGMI,FG3MI,FTMI,fg_production,fg3_production,ft_production,ancillary_production,shooting_production,total_production,fg_efficiency,fg3_efficiency,ft_efficiency
2021,Cleveland Cavaliers,UCLA,Moses Brown,218.44,111.13004,C,40,344,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,44,0,29,40,0,14,42.6,54,96.6,0.5925925925925926,,0.5972222222222222
2021,Cleveland Cavaliers,UCLA,Moses Brown,218.44,111.13004,C,40,344,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,44,0,29,40,0,14,42.6,54,96.6,0.5925925925925926,,0.5972222222222222
2021,Cleveland Cavaliers,UCLA,Moses Brown,218.44,111.13004,C,40,344,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,44,0,29,40,0,14,42.6,54,96.6,0.5925925925925926,,0.5972222222222222
2021,Cleveland Cavaliers,UCLA,Moses Brown,218.44,111.13004,C,40,344,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,44,0,29,40,0,14,42.6,54,96.6,0.5925925925925926,,0.5972222222222222
2021,Cleveland Cavaliers,UCLA,Moses Brown,218.44,111.13004,C,40,344,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,44,0,29,40,0,14,42.6,54,96.6,0.5925925925925926,,0.5972222222222222
2021,Cleveland Cavaliers,UCLA,Moses Brown,218.44,111.13004,C,40,344,64,108,0.593,0,0,0.0,43,72,0.597,39,96,135,1,7,16,20,53,171,44,0,29,40,0,14,42.6,54,96.6,0.5925925925925926,,0.5972222222222222
2021,Milwaukee Bucks,,Thanasis Antetokounmpo,198.12,99.336648,SF,48,473,70,128,0.547,2,14,0.143,29,46,0.63,40,61,101,22,16,12,26,68,171,58,12,17,24,-30,12,38.35,6,44.35,0.546875,0.14285714285714285,0.6304347826086957
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,PF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,PF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,PF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,PF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,PF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,PF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,SF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,SF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Los Angeles Clippers,Duke,Rodney Hood,203.2,94.347136,SF,52,709,58,157,0.369,30,91,0.33,17,19,0.895,15,62,77,38,15,6,11,31,163,99,61,2,-82,-93,15,35.95,-160,-124.05,0.36942675159235666,0.32967032967032966,0.8947368421052632
2021,Chicago Bulls,North Carolina,Tony Bradley,208.28,112.490816,C,55,549,72,123,0.585,0,0,0.0,19,29,0.655,67,119,186,27,10,33,34,62,163,51,0,10,42,0,9,71.4,51,122.4,0.5853658536585366,,0.6551724137931034
2021,Toronto Raptors,George Washington,Yuta Watanabe,205.74,97.52228,SF,38,445,56,138,0.406,27,79,0.342,24,40,0.6,18,74,92,21,11,16,19,38,163,82,52,16,-52,-75,8,34.85,-119,-84.15,0.4057971014492754,0.34177215189873417,0.6
2021,Milwaukee Bucks,Stanford,Brook Lopez,213.36,127.912944,C,13,298,61,131,0.466,19,53,0.358,20,23,0.87,19,34,53,6,8,15,12,34,161,70,34,3,-18,-45,17,23.3,-46,-22.7,0.46564885496183206,0.3584905660377358,0.8695652173913043
2021,Utah Jazz,Baylor,Jared Butler,190.5,87.543256,SG,42,360,61,151,0.404,28,88,0.318,11,16,0.688,5,40,45,63,17,8,33,47,161,90,60,5,-58,-96,6,21.9,-148,-126.1,0.40397350993377484,0.3181818181818182,0.6875
2021,Chicago Bulls,Iowa State,Matt Thomas,190.5,86.18248,SG,40,460,55,134,0.41,35,91,0.385,16,20,0.8,3,47,50,20,8,3,8,18,161,79,56,4,-48,-63,12,18.85,-99,-80.15,0.41044776119402987,0.38461538461538464,0.8
2021,Dallas Mavericks,Southern Methodist,Sterling Brown,195.58,99.336648,SG,49,628,59,155,0.381,28,92,0.304,14,15,0.933,26,123,149,34,14,7,23,56,160,96,64,1,-74,-108,13,48.45,-169,-120.55,0.38064516129032255,0.30434782608695654,0.9333333333333333
2021,Brooklyn Nets,Virginia,Joe Harris,198.12,99.79024,SF,14,423,56,124,0.452,41,88,0.466,5,6,0.833,5,51,56,14,7,2,16,31,158,68,47,1,-24,-18,4,13.7,-38,-24.3,0.45161290322580644,0.4659090909090909,0.8333333333333334
2021,Atlanta Hawks,Louisville,Gorgui Dieng,208.28,112.490816,C,44,371,53,112,0.473,29,68,0.426,19,26,0.731,32,89,121,34,11,13,20,52,154,59,39,7,-12,-30,12,46.15,-30,16.15,0.4732142857142857,0.4264705882352941,0.7307692307692307
2021,Dallas Mavericks,Washington,Marquese Chriss,205.74,108.86208,PF,34,346,62,134,0.463,8,25,0.32,22,33,0.667,33,70,103,17,13,12,17,64,154,72,17,11,-20,-27,11,39.05,-36,3.049999999999997,0.4626865671641791,0.32,0.6666666666666666
2021,Milwaukee Bucks,Seton Hall,Sandro Mamukelashvili,205.74,108.86208,PF,41,407,57,115,0.496,22,52,0.423,18,22,0.818,35,47,82,22,9,9,15,28,154,58,30,4,-2,-24,14,34.85,-12,22.85,0.4956521739130435,0.4230769230769231,0.8181818181818182
2021,Oklahoma City Thunder,Kentucky,Olivier Sarr,213.36,108.86208,C,22,421,58,101,0.574,13,29,0.448,24,29,0.828,34,59,93,19,6,15,22,52,153,43,16,5,30,-9,19,33.4,40,73.4,0.5742574257425742,0.4482758620689655,0.8275862068965517
2021,Chicago Bulls,Florida State,Patrick Williams,200.66,97.52228,PF,17,422,54,102,0.529,15,29,0.517,30,41,0.732,17,52,69,15,9,9,16,28,153,48,14,11,12,3,19,24.85,34,58.85,0.5294117647058824,0.5172413793103449,0.7317073170731707
2021,Phoenix Suns,Louisana-Lafayette,Elfrid Payton,190.5,88.45044,PG,50,549,67,175,0.383,4,18,0.222,12,32,0.375,21,67,88,99,25,6,47,38,150,108,14,20,-82,-30,-8,42.1,-120,-77.9,0.38285714285714284,0.2222222222222222,0.375
2021,Charlotte Hornets,Kentucky,Nick Richards,213.36,111.13004,C,50,367,60,90,0.667,0,0,0.0,30,43,0.698,34,52,86,13,9,21,24,51,150,30,0,13,60,0,17,33.7,77,110.7,0.6666666666666666,,0.6976744186046512
2021,Orlando Magic,Tennessee,Admiral Schofield,195.58,109.315672,SF,38,469,54,129,0.419,26,79,0.329,12,15,0.8,17,72,89,25,4,5,21,58,146,75,53,3,-42,-81,9,23.85,-114,-90.15,0.4186046511627907,0.3291139240506329,0.8
2021,Charlotte Hornets,Connecticut,James Bouknight,193.04,86.18248,SG,31,304,49,141,0.348,17,49,0.347,27,31,0.871,22,30,52,26,7,1,15,29,142,92,32,4,-86,-45,23,20.05,-108,-87.95,0.3475177304964539,0.3469387755102041,0.8709677419354839
2021,New Orleans Pelicans,Alabama,Kira Lewis Jr.,185.42,77.11064,PG,24,341,59,146,0.404,13,58,0.224,10,12,0.833,9,30,39,49,11,1,26,17,141,87,45,2,-56,-96,8,16.4,-144,-127.6,0.4041095890410959,0.22413793103448276,0.8333333333333334
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Los Angeles Lakers,Kentucky,Wenyen Gabriel,205.74,92.98636,PF,26,359,54,110,0.491,8,28,0.286,25,42,0.595,39,58,97,14,5,11,16,68,141,56,20,17,-4,-36,8,34.1,-32,2.1000000000000014,0.4909090909090909,0.2857142857142857,0.5952380952380952
2021,Portland Trail Blazers,Indiana,Cody Zeller,210.82,108.86208,C,27,355,51,90,0.567,0,4,0.0,38,49,0.776,50,75,125,22,8,6,19,56,140,39,4,11,24,-12,27,43.95,39,82.95,0.5666666666666667,0.0,0.7755102040816326
2021,Minnesota Timberwolves,William & Mary,Nathan Knight,208.28,114.758776,PF,37,267,45,88,0.511,4,13,0.308,44,60,0.733,32,53,85,22,7,8,18,42,138,43,9,16,4,-15,28,31.15,17,48.15,0.5113636363636364,0.3076923076923077,0.7333333333333333
2021,Minnesota Timberwolves,Georgia Tech,Josh Okogie,193.04,96.615096,SG,49,516,42,104,0.404,14,47,0.298,35,51,0.686,29,41,70,25,26,12,23,53,133,62,33,16,-40,-57,19,35.85,-78,-42.15,0.40384615384615385,0.2978723404255319,0.6862745098039216
2021,Los Angeles Lakers,Old Dominion,Kent Bazemore,193.04,88.45044,SF,39,545,45,139,0.324,29,80,0.363,13,17,0.765,13,56,69,34,25,9,21,70,132,94,51,4,-98,-66,9,32.0,-155,-123.0,0.3237410071942446,0.3625,0.7647058823529411
2021,Memphis Grizzlies,Loyola-Maryland,Santi Aldama,210.82,97.52228,PF,32,360,53,132,0.402,6,48,0.125,20,32,0.625,33,54,87,21,6,10,16,36,132,79,42,12,-52,-108,8,33.45,-152,-118.55,0.4015151515151515,0.125,0.625
2021,Memphis Grizzlies,Texas Tech,Jarrett Culver,198.12,88.45044,SG,37,338,51,135,0.378,12,47,0.255,16,34,0.471,13,35,48,33,20,5,20,42,130,84,35,18,-66,-69,-2,23.9,-137,-113.1,0.37777777777777777,0.2553191489361702,0.47058823529411764
2021,Miami Heat,Kansas,Markieff Morris,205.74,111.13004,PF,17,298,54,114,0.474,13,39,0.333,8,9,0.889,17,28,45,23,6,1,20,33,129,60,26,1,-12,-39,7,13.1,-44,-30.9,0.47368421052631576,0.3333333333333333,0.8888888888888888
2021,Boston Celtics,,Enes Freedom,208.28,113.398,C,35,411,51,97,0.526,2,5,0.4,24,28,0.857,61,99,160,8,5,14,20,42,128,46,3,4,10,-3,20,54.65,27,81.65,0.5257731958762887,0.4,0.8571428571428571
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SG,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SG,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SG,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SF,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SF,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SF,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SG,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SG,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Portland Trail Blazers,Syracuse,Elijah Hughes,195.58,97.52228,SG,36,434,47,144,0.326,25,95,0.263,7,9,0.778,6,52,58,22,14,8,17,39,126,97,70,2,-100,-135,5,22.05,-230,-207.95,0.3263888888888889,0.2631578947368421,0.7777777777777778
2021,Denver Nuggets,Marquette,Markus Howard,177.8,79.3786,SG,31,177,39,101,0.386,28,70,0.4,20,23,0.87,2,10,12,7,9,0,7,17,126,62,42,3,-46,-42,17,5.4,-71,-65.6,0.38613861386138615,0.4,0.8695652173913043
2021,Golden State Warriors,Arizona,Andre Iguodala,198.12,97.52228,SF,31,603,46,121,0.38,17,74,0.23,15,20,0.75,21,79,100,114,27,22,28,34,124,75,57,5,-58,-120,10,67.55,-168,-100.45,0.38016528925619836,0.22972972972972974,0.75
2021,Detroit Pistons,Michigan,Isaiah Livers,198.12,105.233344,SF,19,383,41,90,0.456,27,64,0.422,12,14,0.857,15,42,57,21,13,7,15,37,121,49,37,2,-16,-30,10,23.9,-36,-12.100000000000001,0.45555555555555555,0.421875,0.8571428571428571
2021,Memphis Grizzlies,Gonzaga,Killian Tillie,205.74,99.79024,C,36,461,43,127,0.339,27,86,0.314,5,8,0.625,21,39,60,22,23,15,13,58,118,84,59,3,-82,-96,2,35.35,-176,-140.65,0.33858267716535434,0.313953488372093,0.625
2021,Philadelphia 76ers,DePaul,Paul Reed,205.74,95.25432,C,38,303,54,96,0.563,2,8,0.25,6,14,0.429,44,48,92,16,33,14,10,57,116,42,6,8,24,-12,-2,53.65,10,63.65,0.5625,0.25,0.42857142857142855
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Philadelphia 76ers,Louisiana Tech,Paul Millsap,200.66,116.573144,C,33,376,45,115,0.391,8,35,0.229,17,24,0.708,41,73,114,29,10,13,19,67,115,70,27,7,-50,-57,10,44.65,-97,-52.35,0.391304347826087,0.22857142857142856,0.7083333333333334
2021,Cleveland Cavaliers,Belmont,Dylan Windler,198.12,88.904032,SF,50,459,37,98,0.378,21,70,0.3,15,18,0.833,21,68,89,34,14,3,16,47,110,61,49,3,-48,-84,12,34.15,-120,-85.85,0.37755102040816324,0.3,0.8333333333333334
2021,Phoenix Suns,Baylor,Ish Wainright,195.58,113.398,PF,45,359,41,104,0.394,19,59,0.322,7,12,0.583,27,27,54,15,20,6,13,49,108,63,40,5,-44,-63,2,28.05,-105,-76.95,0.3942307692307692,0.3220338983050847,0.5833333333333334
2021,Portland Trail Blazers,Providence,Kris Dunn,190.5,92.98636,PG,14,336,44,102,0.431,1,11,0.091,17,18,0.944,9,40,49,79,23,3,32,38,106,58,10,1,-28,-27,16,29.35,-39,-9.649999999999999,0.43137254901960786,0.09090909090909091,0.9444444444444444
2021,Brooklyn Nets,Providence,David Duke Jr.,193.04,92.532768,PG,22,341,39,108,0.361,9,37,0.243,17,21,0.81,30,37,67,17,14,7,9,36,104,69,28,4,-60,-57,13,32.7,-104,-71.3,0.3611111111111111,0.24324324324324326,0.8095238095238095
2021,Oklahoma City Thunder,Wake Forest,Jaylen Hoard,203.2,97.975872,SF,7,240,44,90,0.489,9,25,0.36,6,14,0.429,30,54,84,17,6,5,8,14,103,46,16,8,-4,-21,-2,33.55,-27,6.549999999999997,0.4888888888888889,0.36,0.42857142857142855
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,Indiana Pacers,Virginia,Justin Anderson,195.58,104.779752,SF,16,316,36,95,0.379,15,59,0.254,15,19,0.789,4,42,46,33,8,6,8,22,102,59,44,4,-46,-87,11,22.65,-122,-99.35,0.37894736842105264,0.2542372881355932,0.7894736842105263
2021,New Orleans Pelicans,Cincinnati,Gary Clark,198.12,102.0582,PF,38,378,33,88,0.375,28,70,0.4,7,10,0.7,23,67,90,18,13,7,10,20,101,55,42,3,-44,-42,4,36.75,-82,-45.25,0.375,0.4,0.7
2021,Miami Heat,Indiana,Victor Oladipo,193.04,96.615096,SG,8,173,35,73,0.479,15,36,0.417,14,19,0.737,3,20,23,28,5,1,16,13,99,38,21,5,-6,-18,9,7.85,-15,-7.15,0.4794520547945205,0.4166666666666667,0.7368421052631579
2021,Los Angeles Clippers,Southern Methodist,Semi Ojeleye,198.12,108.86208,PF,30,406,30,99,0.303,15,50,0.3,23,29,0.793,27,47,74,9,7,6,9,30,98,69,35,6,-78,-60,17,28.0,-121,-93.0,0.30303030303030304,0.3,0.7931034482758621
2021,Los Angeles Clippers,Southern Methodist,Semi Ojeleye,198.12,108.86208,PF,30,406,30,99,0.303,15,50,0.3,23,29,0.793,27,47,74,9,7,6,9,30,98,69,35,6,-78,-60,17,28.0,-121,-93.0,0.30303030303030304,0.3,0.7931034482758621
2021,Los Angeles Clippers,Southern Methodist,Semi Ojeleye,198.12,108.86208,PF,30,406,30,99,0.303,15,50,0.3,23,29,0.793,27,47,74,9,7,6,9,30,98,69,35,6,-78,-60,17,28.0,-121,-93.0,0.30303030303030304,0.3,0.7931034482758621
2021,Los Angeles Clippers,Southern Methodist,Semi Ojeleye,198.12,108.86208,PF,30,406,30,99,0.303,15,50,0.3,23,29,0.793,27,47,74,9,7,6,9,30,98,69,35,6,-78,-60,17,28.0,-121,-93.0,0.30303030303030304,0.3,0.7931034482758621
